,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,П Р А Й С - Л И С Т ,,23.12.2014,,Цены указаны в рублях
,,,,,
,,НАИМЕНОВАНИЕ                                             ООО Дестен ПК                                  тел.+7(495) 970-00-07,Дост-ть в днях,Цена 1,Цена 2
,,001 Настольные ПК,,,
,201126,"ПК HP Z230 MT, Core i5-4570, 8GB(2x4GB)DDR3-1600 nECC RAM, 500GB SATA 7200 HDD, DVDRW, Nvidia Quadro K600 1GB, mouse, keyboard, CardReader, Win8Pro 64 downgrade to Win7Pro 64 (WM585EA#ACB)",1,"51049,6",50554
,201130,"ПК HP Z230 Xeon E3-1245v3, 8GB(2x4GB)DDR3-1600 ECC, 1TB SATA 7200 HDD, DVDRW, Intel HD P4600, laser mouse, no keyboard, CardReader, Win8Pro 64 downgrade to Win7Pro 64 (WM579EA#ACB)",1,"51033,92","50538,88"
,187357,"ПК HP t310 Smart Client Tera2321, 512MB flash/256MB DDR3 RAM, keyb/mouse, PCoIP (C3G80AA#ACB)",1,"17978,8","17804,08"
,185442,"ПК HP t410 All-in-One 18.5"" Smart Client 1 GHz, 2GB flash/1GB DDR3 RAM, keyb/mouse, PCoIP, VESA (H2W20AA#ACB)",1,"28932,96","28651,84"
,185426,"ПК HP t410 All-in-One 18.5"" Smart Client 1 GHz, 2GB flash/1GB DDR3 RAM, keyb/mouse, RFX/HDX , VESA (H2W21AA#ACB)",1,"23647,12","23417,52"
,185399,"ПК HP t410 Smart Client 1 GHz, 2GB flash/1GB DDR3 RAM, keyb/mouse, RFX/HDX, VESA (H2W23AA#ACB)",1,"14212,24","14074,48"
,185398,"ПК HP t510 VIA Eden 1 GHz, 1GB flash/2GB DDR3 RAM, HP ThinPro (Linux), keyb/mouse, VESA (H2P23AA#ACB)",1,"10860,08","10754,8"
,206116,"ПК HP EliteDesk 800 G1 SFF Core i5-4570 4GB DDR3 1TB SATA HDD, DVD+/-RW,solenoid lock,keyboard,mouse,GigLAN, Win8 Pro 64 downgrade to Win7 Pro 64,MSOf 2013 trial (rlb) (F6X06ES#ACB)",1,"45025,68","44588,32"
,201062,"ПК HP EliteDesk 800 G1 SFF Core i5-4570 4GB DDR3 500GB SATA HDD, DVD+/-RW,AMD Radeon HD 8490,keyboard,mouse,GigLAN, Win8 Pro 64 downgrade to Win7 Pro 64,MSOf 2013 trial (rlb) (H5U00EA#ACB)",1,"42670,88","42257,04"
,201065,"ПК HP EliteDesk 800 G1 SFF Core i7-4770 4GB DDR3 500GB SATA HDD, DVD+/-RW,keyboard,mouse,GigLAN, Win8 Pro 64 downgrade to Win7 Pro 64,MSOf 2013 trial (rlb) (H5T99EA#ACB)",1,"46697,28","46243,68"
,206111,"ПК HP EliteDesk 800 G1 SFF Pentium G3220 4GB DDR3 1TB SATA HDD, DVD+/-RW,keyboard,mouse,GigLAN, Win8 Pro 64 downgrade to Win7 Pro 64,MSOf 2013 trial(rlb) (E5B00EA#ACB)",1,"26041,12","25788,56"
,206109,"ПК HP EliteDesk 800 G1 SFF Pentium G3220 4GB DDR3 500GB SATA HDD, DVD+/-RW,keyboard,mouse,GigLAN, DOS (rlb) (E5A99EA#ACB)",1,22456,"22238,16"
,206115,"ПК HP EliteDesk 800 G1 TWR Core i3-4130 4GB DDR3 500GB SATA HDD, DVD+/-RW,keyboard,mouse,GigLAN, Win8 Pro 64 downgrade to Win7 Pro 64,MSOf 2013 trial (rlb) (E4Z55EA#ACB)",1,"40400,64","40008,64"
,206113,"ПК HP EliteDesk 800 G1 TWR Core i5-4570 4GB DDR3 1TB SATA HDD, DVD+/-RW, keyboard,mouse,GigLAN, DOS (rlb) (E5B03EA#ACB)",1,"38438,96",38066
,206118,"ПК HP EliteDesk 800 G1 TWR Core i5-4570 4GB DDR3 1TB SATA HDD, DVD+/-RW,solenoid lock,keyboard,mouse,GigLAN, Win8 Pro 64 downgrade to Win7 Pro 64,MSOf 2013 trial(rlb) (F6X05ES#ACB)",1,"40737,76","40342,4"
,201061,"ПК HP EliteDesk 800 G1 TWR Core i5-4570 4GB DDR3 500GB SATA HDD, DVD+/-RW, keyboard,mouse,GigLAN, Win8 Pro 64 downgrade to Win7 Pro 64,MSOf 2013 trial (rlb) (H5U08EA#ACB)",1,"42610,4","42196,56"
,201064,"ПК HP EliteDesk 800 G1 TWR Core i5-4570 8GB DDR3(2x4GB) 1TB SATA HDD, DVD+/-RW, keyboard,mouse,GigLAN, Win8 Pro 64 downgrade to Win7 Pro 64,MSOf 2013 trial (rlb) (H5U07EA#ACB)",1,48902,"48427,68"
,206117,"ПК HP EliteDesk 800 G1 TWR Core i7-4770 4GB DDR3 500GB SATA HDD, DVD+/-RW, keyboard,mouse,GigLAN, DOS(rlb) (E5B04EA#ACB)",1,"46348,4","45898,16"
,201066,"ПК HP EliteDesk 800 G1 TWR Core i7-4770 4GB DDR3 500GB SATA HDD, DVD+/-RW, keyboard,mouse,GigLAN, Win8 Pro 64 downgrade to Win7 Pro 64,MSOf 2013 trial (rlb) (H5U06EA#ACB)",1,49280,"48801,76"
,206110,"ПК HP EliteDesk 800 G1 TWR Pentium G3220 4GB DDR3 500GB SATA HDD, DVD+/-RW,keyboard,mouse,GigLAN, DOS (rlb) (E5B01EA#ACB)",1,"26132,4","25878,72"
,206112,"ПК HP EliteDesk 800 G1 TWR Pentium G3220 4GB DDR3 1TB SATA HDD, DVD+/-RW,keyboard,mouse,GigLAN, Win8 Pro 64 downgrade to Win7 Pro 64,MSOf 2013 trial(rlb) (E5B02EA#ACB)",1,"32082,96","31771,04"
,201063,"ПК HP EliteDesk 800 G1 USDT Core i5-4570S 4GB DDR3 500GB SATA HDD, DVD+/-RW,AMD Radeon HD 7650,keyboard,mouse,GigLAN, Win8 Pro 64 downgrade to Win7 Pro 64,MSOf 2013 trial (rlb) (H5T96EA#ACB)",1,"39794,16","39407,76"
,201060,"ПК HP EliteDesk 800 G1 USDT Core i5-4570S 4GB DDR3 500GB SATA HDD, DVD+/-RW,keyboard,mouse,GigLAN, Win8 Pro 64 downgrade to Win7 Pro 64,MSOf 2013 trial (rlb) (H5T98EA#ACB)",1,"36265,6","35913,36"
